Site,Sample Date,pH †(Unit),Alkalinity (mg/L CaCO3),Calcium (mg/L),Specific Conductance ( µS/cm), Temperature † (°F),ortho-Phosphate †† (mg/L),Lead (µg/L),Copper (mg/L)
1S07,11/18/2015,7.39,,,92,53,2.02,,
1SCL1,11/18/2015,7.24,,,416,57,2.12,,
1S03A,11/18/2016,7.38,,,90,55,2.16,,
1S03B,11/18/2016,7.47,,,95,53,2.07,,
1S07,11/18/2016,7.29,,,89,54,2.53,,
1SCH3,11/18/2016,7.35,,,502,55,2.07,,
1SCL1,11/18/2016,7.33,,,501,56,1.96,,
1S03,11/18/2018,7.26,,,113,50,1.92,,
1S03A,11/18/2018,7.26,,,112,50,2.25,,
1S03B,11/18/2018,7.41,,,114,50,2.07,,
1SCL1,11/18/2018,7.28,,,454,53,2.02,,
1S03,11/18/2019,7.36,,,88,50,2.15,,
1S03A,11/18/2019,7.24,,,84,52,2.06,,
1S03B,11/18/2019,7.39,,,88,52,1.86,,
1SCH3,11/18/2019,7.2,,,422,54,2.13,,
1SCL1,11/18/2019,7.21,,,423,54,2.26,,
1S03,11/18/2020,7.36,,,88,55,2.1,,
1S03A,11/18/2020,7.28,,,87,55,2.19,,
1S03B,11/18/2020,7.5,,,88,54,2.16,,
1SCL1,11/18/2020,7.27,,,343,57,2.34,,
1S03,11/18/2021,7.35,,,96,55,2.1,,
1S03A,11/18/2021,7.25,,,94,55,2.01,,
1S03B,11/18/2021,7.33,,,97,55,2.11,,
1SCH3,11/18/2021,7.4,,,392,57,2.31,,
1SCL1,11/18/2021,7.32,,,391,59,2.33,,
1S03,11/18/2022,7.1,,,88,54,2,,
1S03A,11/18/2022,7.13,,,89,55,2.13,,
1S03B,11/18/2022,7.3,,,92,54,2.16,,
1SCH3,11/18/2022,7.16,,,91,55,2.1,,
1SCL1,11/18/2022,7.38,,,92,57,2.16,,
1S03,11/18/2023,7.37,,,103,54,2.09,,
1S03A,11/18/2023,7.36,,,102,54,2.09,,
1S03B,11/18/2023,7.57,,,104,54,2.24,,
1S02B,11/18/2024,7.42,,,100,55,1.95,,
1S03,11/18/2024,7.17,,,95,54,2.08,,
1S03A,11/18/2024,7.19,,,94,54,2,,
1SCH3,11/18/2024,7.25,,,391,57,1.92,,
1SCL1,11/18/2024,7.17,,,383,59,2.22,,
1S03A,11/19/2014,7.37,,,80,50,2.04,,
1S03B,11/19/2014,7.62,,,85,50,2.09,,
1S04,11/19/2014,7.32,,,86,50,2.11,,
1S03A,11/19/2015,7.4,,,91,55,2.06,,
1S03B,11/19/2015,7.38,,,93,54,1.98,,
1S07,11/19/2015,7.43,,,92,53,1.77,,
1SCL1,11/19/2015,7.22,,,478,57,2.34,,
1S03A,11/19/2016,7.31,,,90,54,2.06,,
1S03B,11/19/2016,7.51,,,94,54,1.87,,
1S07,11/19/2016,7.21,,,89,55,2.46,,
1SCH3,11/19/2016,7.28,,,504,55,2.16,,
1SCL1,11/19/2016,7.27,,,509,55,2.01,,
1S03,11/19/2018,7.35,,,111,50,2.02,,
1S03A,11/19/2018,7.3,,,111,51,2.29,,
1S03B,11/19/2018,7.37,,,112,50,2.06,,
1SCH3,11/19/2018,7.39,,,466,52,1.98,,
1SCL1,11/19/2018,7.36,,,473,53,1.97,,
1S03,11/19/2019,7.31,,,88,50,2.13,,
1S03A,11/19/2019,7.31,,,86,52,2.13,,
1S03B,11/19/2019,7.52,,,89,50,1.91,,
1SCH3,11/19/2019,7.08,,,419,52,2.13,,
1SCL1,11/19/2019,7.17,,,418,54,2.2,,
1S03,11/19/2020,7.03,,,88,52,2.08,,
1S03A,11/19/2020,7.21,,,87,54,2.06,,
1S03B,11/19/2020,7.4,,,89,54,2.09,,
1SCH3,11/19/2020,7.48,,,458,55,2.03,,
1SCL1,11/19/2020,7.38,,,458,57,1.98,,
1S03,11/19/2021,7.18,,,97,55,2.11,,
1S03A,11/19/2021,7.11,,,94,55,2.01,,
1S03B,11/19/2021,7.24,,,98,55,2.12,,
1SCH3,11/19/2021,7.26,,,391,57,2.25,,
1SCL1,11/19/2021,7.26,,,393,57,2.18,,
1S03,11/19/2022,7.16,,,90,54,2.17,,
1S03A,11/19/2022,7.15,,,88,55,2.05,,
1S03B,11/19/2022,7.3,,,91,54,2.38,,
1SCH3,11/19/2022,7.25,,,91,55,2.26,,
1SCL1,11/19/2022,7.36,,,91,57,2.17,,
1S03,11/19/2023,7.36,,,103,54,2.08,,
1S03A,11/19/2023,7.4,,,103,54,2.17,,
1S03B,11/19/2023,7.63,,,104,54,2.08,,
1S02B,11/19/2024,7.3,,,98,55,2.08,,
1S03,11/19/2024,7.12,,,95,54,2.08,,
1S03A,11/19/2024,7.17,,,95,54,2.03,,
1SCH3,11/19/2024,7.16,,,382,57,1.93,,
1SCL1,11/19/2024,7.09,,,378,57,2.21,,
1S03A,11/20/2014,7.32,,,84,50,2.23,,
1S03B,11/20/2014,7.54,,,87,50,2.08,,
1S04,11/20/2014,7.34,,,84,50,2.13,,
1S03A,11/20/2015,7.26,,,90,54,2.14,,
1S03B,11/20/2015,7.31,,,91,54,2.07,,
1S07,11/20/2015,7.36,,,92,53,2.08,,
1SCL1,11/20/2015,7.21,,,500,55,2.4,,
1S03A,11/20/2016,7.37,,,92,53,2,,
1S03B,11/20/2016,7.43,,,91,53,1.89,,
1S07,11/20/2016,7.19,,,93,53,1.91,,
1SCH3,11/20/2016,7.27,,,501,55,2.15,,
1SCL1,11/20/2016,7.35,,,508,55,2.01,,
1S03,11/20/2018,7.21,,,111,50,2.16,,
1S03A,11/20/2018,7.24,,,112,49,2.02,,
1S03B,11/20/2018,7.34,,,114,49,1.87,,
1SCH3,11/20/2018,7.3,,,469,52,2.12,,
1SCL1,11/20/2018,7.28,,,467,53,2,,
1S03,11/20/2019,7.39,,,88,50,2.08,,
1S03A,11/20/2019,7.15,,,85,50,2.26,,
1S03B,11/20/2019,7.38,,,87,50,2.13,,
1SCH3,11/20/2019,7.24,,,415,54,2.08,,
1SCL1,11/20/2019,7.22,,,417,54,2.23,,
1S03,11/20/2020,7.1,,,89,52,2.03,,
1S03A,11/20/2020,7.22,,,84,52,2.19,,
1S03B,11/20/2020,7.45,,,87,54,1.94,,
1SCH3,11/20/2020,7.42,,,450,55,2,,
1SCL1,11/20/2020,7.32,,,447,55,2.44,,
1S03,11/20/2021,7.21,,,98,54,2.08,,
1S03A,11/20/2021,7.15,,,94,54,2.01,,
1S03B,11/20/2021,7.35,,,96,54,2.04,,
1SCH3,11/20/2021,7.3,,,390,55,2.14,,
1SCL1,11/20/2021,7.29,,,391,57,2.13,,
1S03,11/20/2022,7.07,,,91,54,2.08,,
1S03A,11/20/2022,7.12,,,89,54,2.14,,
1S03B,11/20/2022,7.3,,,92,54,2.18,,
1SCH3,11/20/2022,7.3,,,90,54,2.16,,
1SCL1,11/20/2022,7.35,,,91,55,2.16,,
1S03,11/20/2023,7.33,,,104,52,2.12,,
1S03A,11/20/2023,7.38,,,103,54,2.06,,
1S03B,11/20/2023,7.58,,,105,52,2.23,,
1S02B,11/20/2024,7.31,,,99,55,2.1,,
1S03,11/20/2024,7.13,,,94,54,2.07,,
1S03A,11/20/2024,7.19,,,95,54,2.06,,
1SCH3,11/20/2024,7.22,,,394,57,1.74,,
1SCL1,11/20/2024,7.13,,,385,57,2.1,,
1S03A,11/21/2014,7.29,,,83,48,2.13,,
1S03B,11/21/2014,7.48,,,87,49,1.83,,
1S04,11/21/2014,7.32,,,86,49,2.04,,
1S03A,11/21/2015,7.33,,,90,54,2.02,,
1S03B,11/21/2015,7.46,,,93,54,1.95,,
1S07,11/21/2015,7.35,,,90,54,1.96,,
1SCL1,11/21/2015,7.22,,,511,57,2.13,,
1S03A,11/21/2016,7.35,,,90,52,2.25,,
1S03B,11/21/2016,7.47,,,94,51,1.83,,
1S07,11/21/2016,7.19,,,90,51,1.82,,
1SCH3,11/21/2016,7.25,,,500,54,2.17,,
1SCL1,11/21/2016,7.23,,,504,54,2.19,,
1S03,11/21/2018,7.3,,,116,50,1.94,,
1S03A,11/21/2018,7.31,,,113,49,2.08,,
1S03B,11/21/2018,7.35,,,113,49,2.13,,
1SCH3,11/21/2018,7.31,,,468,52,1.93,,
1SCL1,11/21/2018,7.3,,,470,53,1.99,,
1S03,11/21/2019,7.33,,,89,50,2.09,,
1S03A,11/21/2019,7.3,,,85,52,2.14,,
1S03B,11/21/2019,7.47,,,88,50,1.83,,
1SCH3,11/21/2019,7.2,,,420,52,2.1,,
1SCL1,11/21/2019,7.21,,,417,54,2.15,,
1S03,11/21/2020,7.23,,,89,52,2.11,,
1S03A,11/21/2020,7.26,,,87,52,2.08,,
1S03B,11/21/2020,7.46,,,88,52,1.47,,
1SCH3,11/21/2020,7.33,,,444,55,1.98,,
1SCL1,11/21/2020,7.31,,,448,57,2.42,,
1S03,11/21/2021,7.22,,,95,54,2.1,,
1S03A,11/21/2021,7.15,,,94,54,2.02,,
1S03B,11/21/2021,7.34,,,95,54,2.07,,
1SCH3,11/21/2021,7.31,,,392,55,2.12,,
1SCL1,11/21/2021,7.32,,,391,57,2.12,,
1S03,11/21/2022,7.12,,,92,52,2.08,,
1S03A,11/21/2022,7.16,,,90,54,2.06,,
1S03B,11/21/2022,7.33,,,94,52,2.2,,
1SCH3,11/21/2022,7.17,,,91,54,2.04,,
1SCL1,11/21/2022,7.35,,,92,55,2.16,,
1S03,11/21/2023,7.31,,,106,52,2.07,,
1S03A,11/21/2023,7.33,,,102,52,2.21,,
1S03B,11/21/2023,7.53,,,107,52,2.13,,
1S02B,11/21/2024,7.33,,,99,55,2.08,,
1S03,11/21/2024,7.28,,,97,54,2.02,,
1S03A,11/21/2024,7.12,,,96,54,1.98,,
1SCH3,11/21/2024,7.18,,,393,57,1.98,,
1SCL1,11/21/2024,7.13,,,386,57,2.19,,
1S03A,11/22/2014,7.28,,,84,49,2.02,,
1S03B,11/22/2014,7.48,,,86,49,1.97,,
1S04,11/22/2014,7.32,,,85,48,2,,
1S03A,11/22/2015,7.31,,,91,56,2.06,,
1S03B,11/22/2015,7.47,,,93,53,1.92,,
1S07,11/22/2015,7.41,,,92,54,2.16,,
1SCL1,11/22/2015,7.24,,,512,57,2.38,,
1S03A,11/22/2016,7.39,,,91,51,2.12,,
1S03B,11/22/2016,7.51,,,95,51,1.91,,
1S07,11/22/2016,7.22,,,92,51,2.16,,
1SCH3,11/22/2016,7.37,,,506,52,2.26,,
1SCL1,11/22/2016,7.3,,,506,53,2.12,,
1S03,11/22/2018,7.27,,,113,48,1.93,,
1S03A,11/22/2018,7.28,,,111,45,2.16,,
1S03B,11/22/2018,7.28,,,114,46,2.24,,
1SCH3,11/22/2018,7.29,,,472,50,2.3,,
1SCL1,11/22/2018,7.28,,,472,51,1.9,,
1S03,11/22/2019,7.34,,,87,50,2.1,,
1S03A,11/22/2019,7.3,,,87,50,2.22,,
1S03B,11/22/2019,7.39,,,89,50,2.04,,
1SCH3,11/22/2019,7.31,,,421,52,2.15,,
1SCL1,11/22/2019,7.28,,,423,54,2.12,,
1S03,11/22/2020,7.26,,,90,52,2.23,,
1S03A,11/22/2020,7.15,,,86,52,2.3,,
1S03B,11/22/2020,7.5,,,89,52,1.42,,
1SCH3,11/22/2020,7.28,,,449,55,1.94,,
1SCL1,11/22/2020,7.28,,,450,55,2.32,,
1S03,11/22/2021,7.32,,,97,54,2.1,,
1S03A,11/22/2021,7.23,,,94,54,2.02,,
1S03B,11/22/2021,7.19,,,99,54,2.07,,
1SCH3,11/22/2021,7.26,,,392,55,2.02,,
1SCL1,11/22/2021,7.24,,,393,57,2.02,,
1S03,11/22/2022,7.22,,,91,54,2.08,,
1S03A,11/22/2022,7.14,,,89,52,2.07,,
1S03B,11/22/2022,7.32,,,94,52,2.04,,
1SCH3,11/22/2022,7.24,,,93,54,2.15,,
1SCL1,11/22/2022,7.27,,,92,55,2.15,,
1S03,11/22/2023,7.21,,,105,52,2.17,,
1S03A,11/22/2023,7.26,,,103,52,2.2,,
1S03B,11/22/2023,7.45,,,106,52,2.11,,
1S02B,11/22/2024,7.35,,,99,55,2.12,,
1S03,11/22/2024,7.21,,,96,54,2.03,,
1S03A,11/22/2024,7.19,,,94,54,2.07,,
1SCH3,11/22/2024,7.23,,,392,57,1.91,,
1SCL1,11/22/2024,7.16,,,386,57,2.28,,
1S03A,11/23/2014,7.26,,,85,49,2.1,,
1S03B,11/23/2014,7.45,,,87,49,2.1,,
1S04,11/23/2014,7.16,,,86,49,2.03,,
1S03A,11/23/2015,7.42,,,88,53,2.12,,
1S03B,11/23/2015,7.5,,,93,53,2.26,,
1S07,11/23/2015,7.34,,,91,53,2.37,,
1SCL1,11/23/2015,7.22,,,424,57,2.3,,
1S03A,11/23/2016,7.23,,,92,51,2.07,,
1S03B,11/23/2016,7.41,,,94,50,2.09,,
1S07,11/23/2016,7.2,,,94,51,2.26,,
1SCH3,11/23/2016,7.14,,,502,53,2.49,,
1SCL1,11/23/2016,7.15,,,500,53,2.28,,
1S03,11/23/2018,7.19,,,115,47,1.99,,
1S03A,11/23/2018,7.18,,,111,48,2.28,,
1S03B,11/23/2018,7.29,,,111,48,2.29,,
1SCH3,11/23/2018,7.18,,,466,49,1.97,,
1SCL1,11/23/2018,7.19,,,466,50,2.01,,
1S03,11/23/2019,7.28,,,90,50,2.09,,
1S03A,11/23/2019,7.31,,,90,50,2.2,,
1S03B,11/23/2019,7.48,,,92,50,2,,
1SCH3,11/23/2019,7.23,,,430,52,2.29,,
1SCL1,11/23/2019,7.22,,,428,52,2.34,,
1S03,11/23/2020,7.24,,,89,52,2.09,,
1S03A,11/23/2020,7.2,,,85,52,2.19,,
1S03B,11/23/2020,7.51,,,87,52,1.76,,
1SCH3,11/23/2020,7.41,,,451,55,2.06,,
1SCL1,11/23/2020,7.36,,,451,55,2.11,,
1S03,11/23/2021,7.2,,,97,52,2.12,,
1S03A,11/23/2021,7.1,,,93,54,2.02,,
1S03B,11/23/2021,7.24,,,98,52,2.08,,
1SCH3,11/23/2021,7.27,,,394,55,2.13,,
1SCL1,11/23/2021,7.29,,,395,57,2.03,,
1S03,11/23/2022,7.17,,,92,52,2.11,,
1S03A,11/23/2022,7.1,,,88,52,2.11,,
1S03B,11/23/2022,7.3,,,93,52,2.3,,
1SCH3,11/23/2022,7.23,,,93,52,2.19,,
1SCL1,11/23/2022,7.32,,,91,54,2.13,,
1S03,11/23/2023,7.35,,,105,52,2.18,,
1S03A,11/23/2023,7.3,,,105,52,2.16,,
1S03B,11/23/2023,7.54,,,107,52,2.11,,
1S02B,11/23/2024,7.35,,,100,55,2.14,,
1S03,11/23/2024,7.2,,,98,52,2.05,,
1S03A,11/23/2024,7.23,,,95,54,2.06,,
1SCH3,11/23/2024,7.22,,,394,55,1.92,,
1SCL1,11/23/2024,7.16,,,383,57,2.25,,
1S03A,11/24/2014,7.22,,,83,53,2.23,,
1S03B,11/24/2014,7.41,,,87,51,2.07,,
1S04,11/24/2014,7.38,,,87,50,2.07,,
1S03A,11/24/2015,7.12,,,88,52,2.18,,
1S03B,11/24/2015,7.5,,,92,52,1.95,,
1S07,11/24/2015,7.2,,,91,52,1.86,,
1SCL1,11/24/2015,7.19,,,404,55,2.26,,
1S03A,11/24/2016,7.4,,,92,51,2.07,,
1S03B,11/24/2016,7.43,,,94,51,2.17,,
1S07,11/24/2016,7.18,,,94,52,2.07,,
1SCH3,11/24/2016,7.23,,,502,53,2.36,,
1SCL1,11/24/2016,7.27,,,504,53,2.24,,
1S03,11/24/2018,7.34,,,115,47,1.94,,
1S03A,11/24/2018,7.34,,,113,47,2.1,,
1S03B,11/24/2018,7.32,,,115,46,2.08,,
1SCH3,11/24/2018,7.26,,,465,49,1.95,,
1SCL1,11/24/2018,7.26,,,468,50,1.96,,
1S03,11/24/2019,7.27,,,91,50,2.04,,
1S03A,11/24/2019,7.32,,,91,50,2.2,,
1S03B,11/24/2019,7.41,,,92,50,2.07,,
1SCH3,11/24/2019,7.3,,,430,52,2.12,,
1SCL1,11/24/2019,7.3,,,432,52,2.25,,
1S03,11/24/2020,7.28,,,90,52,2.04,,
1S03A,11/24/2020,7.06,,,85,52,2.35,,
1S03B,11/24/2020,7.61,,,91,52,1.4,,
1SCH3,11/24/2020,7.34,,,448,54,1.98,,
1SCL1,11/24/2020,7.31,,,445,55,2.21,,
1S03,11/24/2021,7.13,,,97,52,2.13,,
1S03A,11/24/2021,7.08,,,94,52,2.17,,
1S03B,11/24/2021,7.34,,,97,52,2.12,,
1SCH3,11/24/2021,7.29,,,391,55,2.03,,
1SCL1,11/24/2021,7.28,,,395,55,2.07,,
1S03,11/24/2022,7.18,,,91,52,2.11,,
1S03A,11/24/2022,7.13,,,89,52,2.1,,
1S03B,11/24/2022,7.3,,,93,52,2.25,,
1SCH3,11/24/2022,7.24,,,90,52,2.23,,
1SCL1,11/24/2022,7.3,,,92,54,2.19,,
1S03,11/24/2023,7.26,,,104,52,2.16,,
1S03A,11/24/2023,7.36,,,104,52,2.2,,
1S03B,11/24/2023,7.58,,,106,52,2.14,,
1S02B,11/24/2024,7.34,,,99,54,2.13,,
1S03,11/24/2024,7.19,,,97,52,2.08,,
1S03A,11/24/2024,7.22,,,95,54,2.06,,
1SCH3,11/24/2024,7.23,,,395,55,1.9,,
1SCL1,11/24/2024,7.14,,,390,57,2.28,,
1S03A,11/25/2014,7.34,,,84,50,2.24,,
1S03B,11/25/2014,7.54,,,87,50,2.12,,
1S04,11/25/2014,7.44,,,87,50,2.04,,
1S03A,11/25/2015,7.26,,,92,52,2.2,,
1S03B,11/25/2015,7.59,,,94,51,2.07,,
1S07,11/25/2015,7.3,,,92,52,2.08,,
1SCL1,11/25/2015,7.16,,,466,55,2.22,,
1S03A,11/25/2016,7.33,,,92,51,2.25,,
1S03B,11/25/2016,7.47,,,93,51,1.74,,
1S07,11/25/2016,7.2,,,97,51,2.41,,
1SCH3,11/25/2016,7.16,,,508,52,2.17,,
1SCL1,11/25/2016,7.2,,,508,52,2.2,,
1S03,11/25/2018,7.37,,,113,48,2.01,,
1S03A,11/25/2018,7.27,,,113,48,2.35,,
1S03B,11/25/2018,7.4,,,115,47,2.35,,
1SCH3,11/25/2018,7.13,,,471,49,2.07,,
1SCL1,11/25/2018,7.25,,,470,50,2.07,,
1S03,11/25/2019,7.26,,,93,48,2.18,,
1S03A,11/25/2019,7.18,,,92,50,2.28,,
1S03B,11/25/2019,7.38,,,95,48,2.05,,
1SCH3,11/25/2019,7.3,,,423,52,2.11,,
1SCL1,11/25/2019,7.29,,,426,52,2.25,,
1S03,11/25/2020,7.27,,,89,52,2,,
1S03A,11/25/2020,7.36,,,86,52,2.2,,
1S03B,11/25/2020,7.4,,,87,52,2.26,,
1SCH3,11/25/2020,7.32,,,447,54,2.01,,
1SCL1,11/25/2020,7.3,,,449,55,2.09,,
1S03,11/25/2021,7.31,,,96,54,2.08,,
1S03A,11/25/2021,7.29,,,94,52,2.02,,
1S03B,11/25/2021,7.32,,,97,52,2.08,,
1SCH3,11/25/2021,7.45,,,392,54,2.03,,
1SCL1,11/25/2021,7.45,,,395,55,2.01,,
1S03,11/25/2022,7.2,,,92,52,2.02,,
1S03A,11/25/2022,7.12,,,88,52,2.17,,
1S03B,11/25/2022,7.3,,,94,52,2.14,,
1SCH3,11/25/2022,7.17,,,94,52,2.26,,
1SCL1,11/25/2022,7.29,,,94,54,2.23,,
1S03,11/25/2023,7.3,,,108,50,2.12,,
1S03A,11/25/2023,7.33,,,108,52,2.11,,
1S03B,11/25/2023,7.51,,,109,50,2.19,,
1S02B,11/25/2024,7.34,,,98,55,2.05,,
1S03,11/25/2024,7.26,,,97,52,2.1,,
1S03A,11/25/2024,7.12,,,95,52,2.06,,
1SCH3,11/25/2024,7.09,,,393,55,1.93,,
1SCL1,11/25/2024,7.08,,,386,55,2.27,,
1S03A,11/26/2014,7.41,,,84,48,2.3,,
1S03B,11/26/2014,7.47,,,88,48,2.38,,
1S04,11/26/2014,7.25,,,87,49,2.04,,
1S03A,11/26/2015,7.23,,,91,52,1.92,,
1S03B,11/26/2015,7.44,,,95,52,1.92,,
1S07,11/26/2015,7.31,,,92,53,2.25,,
1SCL1,11/26/2015,7.21,,,510,55,2.35,,
1S03A,11/26/2016,7.28,,,91,51,2.15,,
1S03B,11/26/2016,7.4,,,91,51,1.87,,
1S07,11/26/2016,7.3,,,96,51,2.39,,
1SCH3,11/26/2016,7.21,,,504,52,2.28,,
1SCL1,11/26/2016,7.31,,,506,52,1.95,,
1S03,11/26/2018,7.25,,,108,47,2.07,,
1S03A,11/26/2018,7.31,,,111,48,2.21,,
1S03B,11/26/2018,7.35,,,113,47,2.29,,
1SCH3,11/26/2018,7.25,,,464,49,2.02,,
1SCL1,11/26/2018,7.25,,,458,50,1.97,,
1S03,11/26/2019,7.23,,,92,48,2.04,,
1S03A,11/26/2019,7.27,,,93,50,2.24,,
1S03B,11/26/2019,7.47,,,94,50,2.11,,
1SCH3,11/26/2019,7.31,,,425,50,2.08,,
1SCL1,11/26/2019,7.27,,,426,50,2.37,,
1S03,11/26/2020,7.24,,,88,52,2.05,,
1S03A,11/26/2020,7.1,,,85,52,2.06,,
1S03B,11/26/2020,7.34,,,91,52,2.55,,
1SCH3,11/26/2020,7.28,,,445,55,2.01,,
1SCL1,11/26/2020,7.23,,,445,55,1.93,,
1S03,11/26/2021,7.25,,,96,52,2.11,,
1S03A,11/26/2021,7.09,,,93,52,2.09,,
1S03B,11/26/2021,7.32,,,96,54,2.1,,
1SCH3,11/26/2021,7.29,,,393,54,2.05,,
1SCL1,11/26/2021,7.23,,,392,55,2.08,,
1S03,11/26/2022,7.21,,,93,52,2.13,,
1S03A,11/26/2022,7.13,,,88,52,2.18,,
1S03B,11/26/2022,7.26,,,91,50,2.21,,
1SCH3,11/26/2022,7.3,,,90,52,2.22,,
1SCL1,11/26/2022,7.31,,,91,54,2.19,,
1S03,11/26/2023,7.34,,,108,50,2.06,,
1S03A,11/26/2023,7.34,,,106,50,2.11,,
1S03B,11/26/2023,7.57,,,108,50,2.04,,
1S02B,11/26/2024,7.33,,,98,54,2.03,,
1S03,11/26/2024,7.26,,,94,52,2.05,,
1S03A,11/26/2024,7.14,,,92,52,2.03,,
1SCH3,11/26/2024,7.14,,,397,55,1.91,,
1SCL1,11/26/2024,7.24,,,393,55,2.15,,
1S03A,11/27/2014,7.35,,,85,47,2.05,,
1S03B,11/27/2014,7.55,,,85,47,2.01,,
1S04,11/27/2014,7.34,,,86,48,2.03,,
1S03A,11/27/2015,7.23,,,91,53,2.11,,
1S03B,11/27/2015,7.36,,,92,53,2.15,,
1S07,11/27/2015,7.13,,,90,52,2.34,,
1SCL1,11/27/2015,7.22,,,478,55,2.29,,
1S03A,11/27/2016,7.26,,,89,51,2.25,,
1S03B,11/27/2016,7.49,,,92,51,1.75,,
1S07,11/27/2016,7.28,,,91,50,2.1,,
1SCH3,11/27/2016,7.22,,,501,51,1.91,,
1SCL1,11/27/2016,7.27,,,501,51,2.16,,
1S03,11/27/2018,7.21,,,112,48,2.01,,
1S03A,11/27/2018,7.39,,,97,47,1.99,,
1S03B,11/27/2018,7.34,,,111,47,2.08,,
1SCH3,11/27/2018,7.23,,,464,49,1.96,,
1SCL1,11/27/2018,7.22,,,466,50,2.07,,
1S03,11/27/2019,7.26,,,93,48,2.23,,
1S03A,11/27/2019,7.25,,,93,48,2.08,,
1S03B,11/27/2019,7.42,,,94,48,2.04,,
1SCH3,11/27/2019,7.26,,,425,52,2.05,,
1SCL1,11/27/2019,7.27,,,426,52,2.31,,
1S03,11/27/2020,7.29,,,89,52,2.03,,
1S03A,11/27/2020,7.22,,,85,52,2.15,,
1S03B,11/27/2020,7.32,,,86,52,2.58,,
1SCH3,11/27/2020,7.26,,,448,55,2.03,,
1SCL1,11/27/2020,7.25,,,447,55,2.11,,
1S03,11/27/2021,7.22,,,95,52,2.16,,
1S03A,11/27/2021,7.12,,,96,52,2.19,,
1S03B,11/27/2021,7.35,,,101,52,2.19,,
1SCH3,11/27/2021,7.28,,,394,54,2.13,,
1SCL1,11/27/2021,7.26,,,394,55,2.28,,
1S03,11/27/2022,7.21,,,93,50,2.15,,
1S03A,11/27/2022,7.25,,,90,52,2.13,,
1S03B,11/27/2022,7.3,,,94,50,2.16,,
1SCH3,11/27/2022,7.31,,,90,52,2.24,,
1SCL1,11/27/2022,7.27,,,92,54,2.15,,
1S03,11/27/2023,7.35,,,108,50,2.17,,
1S03A,11/27/2023,7.36,,,107,52,2.13,,
1S03B,11/27/2023,7.57,,,111,50,2.29,,
1S02B,11/27/2024,7.16,,,98,54,2.18,,
1S03,11/27/2024,7.25,,,95,52,1.81,,
1S03A,11/27/2024,7.14,,,95,52,2.06,,
1SCH3,11/27/2024,7.09,,,391,54,1.94,,
1SCL1,11/27/2024,7.05,,,387,55,2.21,,
1S03A,11/28/2014,7.33,,,84,47,2.11,,
1S03B,11/28/2014,7.49,,,86,47,2.12,,
1S04,11/28/2014,7.36,,,87,47,2.01,,
1S03A,11/28/2015,7.41,,,91,51,2.03,,
1S03B,11/28/2015,7.56,,,93,50,2.13,,
1S07,11/28/2015,7.19,,,92,53,2.44,,
1SCL1,11/28/2015,7.17,,,446,55,2.35,,
1S03A,11/28/2016,7.29,,,92,51,1.96,,
1S03B,11/28/2016,7.52,,,96,50,1.91,,
1S07,11/28/2016,7.21,,,90,51,2.28,,
1SCH3,11/28/2016,7.34,,,501,51,2.17,,
1SCL1,11/28/2016,7.27,,,503,52,2.11,,
1S03,11/28/2018,7.26,,,107,47,1.97,,
1S03A,11/28/2018,7.28,,,108,47,2.16,,
1S03B,11/28/2018,7.35,,,108,46,1.99,,
1SCH3,11/28/2018,7.27,,,468,49,1.9,,
1SCL1,11/28/2018,7.28,,,470,49,1.93,,
1S03,11/28/2019,7.23,,,94,48,2.32,,
1S03A,11/28/2019,7.21,,,91,48,2.21,,
1S03B,11/28/2019,7.37,,,93,48,2.07,,
1SCH3,11/28/2019,7.23,,,428,50,1.96,,
1SCL1,11/28/2019,7.22,,,430,52,2.13,,
1S03,11/28/2020,7.24,,,87,52,2.1,,
1S03A,11/28/2020,7.22,,,86,52,2.08,,
1S03B,11/28/2020,7.3,,,88,52,2.21,,
1SCH3,11/28/2020,7.36,,,444,54,2.08,,
1SCL1,11/28/2020,7.25,,,445,55,2.24,,
1S03,11/28/2021,7.25,,,97,50,2.22,,
1S03A,11/28/2021,7.23,,,94,50,2.09,,
1S03B,11/28/2021,7.3,,,98,50,2.13,,
1SCH3,11/28/2021,7.35,,,394,52,2.13,,
1SCL1,11/28/2021,7.28,,,387,54,2.03,,
1S03,11/28/2022,7.16,,,93,50,2.1,,
1S03A,11/28/2022,7.13,,,88,50,2.08,,
1S03B,11/28/2022,7.25,,,94,50,2.21,,
1SCH3,11/28/2022,7.23,,,91,52,2.21,,
1SCL1,11/28/2022,7.31,,,92,54,2.19,,
1S03,11/28/2023,7.28,,,107,50,2.21,,
1S03A,11/28/2023,7.35,,,107,50,2.11,,
1S03B,11/28/2023,7.51,,,109,50,2.08,,
1S02B,11/28/2024,7.25,,,100,54,2.13,,
1S03,11/28/2024,7.16,,,97,52,2.04,,
1S03A,11/28/2024,7.2,,,95,52,2.06,,
1SCH3,11/28/2024,7.2,,,397,54,1.94,,
1SCL1,11/28/2024,7.15,,,392,55,2.23,,
1S03A,11/29/2014,7.36,,,86,47,2.2,,
1S03B,11/29/2014,7.45,,,88,47,2.22,,
1S04,11/29/2014,7.28,,,87,48,2.14,,
1S03A,11/29/2015,7.15,,,91,53,2.2,,
1S03B,11/29/2015,7.28,,,95,52,2.27,,
1S07,11/29/2015,7.32,,,93,53,2.35,,
